FirstName,LastName,Date_of_birth,Death_Date,Country_of_birth
Louis,Stoumen,1900-01-01,,"Springtown, Bucks County, Pennsylvania"
Louis,Wolheim,1900-01-01,,Unknown
Louise,Allbritton,1900-01-01,,Oklahoma City
Louise,Bagnall,1900-01-01,,Unknown
Louise,Beavers,1900-01-01,,"Cincinnati, Ohio"
Louise,Bombardier,1900-01-01,,Unknown
Louise,Dresser,1900-01-01,,"Evansville, Indiana"
Louise,Fletcher,1900-01-01,,"Birmingham, Alabama"
Louise,Platt,1900-01-01,,"Stamford, Connecticut"
Louise,Portal,1900-01-01,,Unknown
Louise,Vesth,1900-01-01,,Unknown
Louisette,Hautecoeur,1900-01-01,,Sevran
Loulie,Norman,1900-01-01,,Unknown
Lourdes,Portillo,1900-01-01,,Chihuahua
"Love,",Everywhere,1900-01-01,,Unknown
Lowell,Ganz,1900-01-01,,New York City
Lowell,Gilmore,1900-01-01,,"Saint Paul, Minnesota"
Lowell,Sherman,1900-01-01,,San Francisco
Lowell,Thomas,1900-01-01,,"Woodington, Ohio"
Loyal,Griggs,1900-01-01,,"Sanilac County, Michigan"
Lü,Yue,1900-01-01,,Tianjin
Luana,Patten,1900-01-01,,"Long Beach, California"
Luba,Goy,1900-01-01,,Haltern
Lubna,Azabal,1900-01-01,,Brussels
Luc,Besson,1900-01-01,,Paris
Luc,Dardenne,1900-01-01,,Liège
Luc,Déry,1900-01-01,,Unknown
Luc,Jacquet,1900-01-01,,Bourg-en-Bresse
Luc,Montpellier,1900-01-01,,Unknown
Luca,Bigazzi,1900-01-01,,Milan
Luca,Guadagnino,1900-01-01,,Palermo
Lucas,Black,1900-01-01,,"Decatur, Alabama"
Lucas,Bravo,1900-01-01,,Nice
Lucas,Hedges,1900-01-01,,[1]
Lucas,Prisor,1900-01-01,,Unknown
Lucas,Zumann,1900-01-01,,Chicago
Luchino,Visconti,1900-01-01,,Milan
Lucia,Bosè,1900-01-01,,Milan
Lucía,Puenzo,1900-01-01,,Buenos Aires
Lucia,Zucchetti,1900-01-01,,Monza
Luciana,Paluzzi,1900-01-01,,Rome
Luciano,Pavarotti,1900-01-01,,Modena
Luciano,Tovoli,1900-01-01,,Massa Marittima
Luciano,Vincenzoni,1900-01-01,,Treviso
Lucie,Arnaz,1900-01-01,,Los Angeles
Lucien,Andriot,1900-01-01,,Paris
Lucien,Ballard,1900-01-01,,"Miami, Oklahoma"
Lucien,Hubbard,1900-01-01,,"Fort Thomas, Kentucky"
Lucien,Littlefield,1900-01-01,,"San Antonio, Texas"
Lucien,Moraweck,1900-01-01,,Unknown
Lucile,Watson,1900-01-01,,Quebec City
Lucille,Ball,1900-01-01,,"Jamestown, New York"
Lucille,Bremer,1900-01-01,,"Amsterdam, New York"
Lucille,Soong,1900-01-01,,[note 1]
Lucinda,Coxon,1900-01-01,,Derby
Lucio,Agostini,1900-01-01,,Unknown
Lucy,Boynton,1900-01-01,,[1]
Lucy,Fisher,1900-01-01,,"Englewood, New Jersey"
Lucy,Liu,1900-01-01,,Unknown
Lucy,Marlow,1900-01-01,,"Los Angeles, California"
Lucy,Russell,1900-01-01,,Unknown
Lucy,Walker,1900-01-01,,Unknown
Lud,Gluskin,1900-01-01,,Unknown
Ludmila,Savelyeva,1900-01-01,,Leningrad
Ludmilla,Tchérina,1900-01-01,,Unknown
Ludo,Troch,1900-01-01,,Belgium
Ludovic,Bource,1900-01-01,,Pontivy
Ludovico,Einaudi,1900-01-01,,Turin
Ludwig,Berger,1900-01-01,,Mainz
Ludwig,Donath,1900-01-01,,Vienna
Ludwig,Göransson,1900-01-01,,Linköping
Luggi,Waldleitner,1900-01-01,,Kirchseeon
Luigi,Cascio,1900-01-01,,Palermo
Luigi,Comencini,1900-01-01,,Salò
Luigi,Kuveiller,1900-01-01,,Unknown
Luigi,Magni,1900-01-01,,Rome
Luis,Alcoriza,1900-01-01,,Badajoz
Luis,Bacalov,1900-01-01,,Buenos Aires
Luis,Berlanga,1900-01-01,,Valencia
Luis,Brandoni,1900-01-01,,Dock Sud
Luis,Buñuel,1900-01-01,,"Calanda, Aragon"
Luis,Cuadrado,1900-01-01,,"Toro, Zamora"
Luis,D'Angiolillo,1900-01-01,,Unknown
Luis,Guzmán,1900-01-01,,[1]
Luis,Mandoki,1900-01-01,,Mexico City
Luis,Pablo,1900-01-01,,Bilbao
Luis,Procuna,1900-01-01,,Unknown
Luis,Puenzo,1900-01-01,,Buenos Aires
Luis,Rooten,1900-01-01,,Mexico City
Luis,Sierra,1900-01-01,,Unknown
Luis,Valdez,1900-01-01,,"Delano, California"
Luisa,Ranieri,1900-01-01,,Naples
Luise,Rainer,1900-01-01,,Düsseldorf
Luiz,Barreto,1900-01-01,,"Sobral, Ceará"
Luiz,Bonfá,1900-01-01,,Rio de Janeiro
Luiz,Guimarães,1900-01-01,,Rio de Janeiro
Luiz,Saldanha,1900-01-01,,Unknown
Luiz,Silva,1900-01-01,,Garanhuns
Lukas,Dhont,1900-01-01,,[1]
Lukas,Haas,1900-01-01,,"West Hollywood, California"
Łukasz,Simlat,1900-01-01,,Sosnowiec
Łukasz,Żal,1900-01-01,,Koszalin
Luke,Bracey,1900-01-01,,Sydney
Luke,Doolan,1900-01-01,,Unknown
Luke,Evans,1900-01-01,,Pontypool
Luke,Ford,1900-01-01,,Vancouver
Luke,Geissbühler,1900-01-01,,"Philadelphia, Pennsylvania"
Luke,Matheny,1900-01-01,,"Mechanicsburg, Pennsylvania"
Luke,Wilson,1900-01-01,,[1]
Luna,Vélez,1900-01-01,,"Brooklyn, New York"
Lung,Sihung,1900-01-01,,Suqian
Lupita,Nyong'o,1900-01-01,,[1]
Lusia,Harris,1900-01-01,,"Minter City, Mississippi"
Luther,Adler,1900-01-01,,New York City
Luther,Davis,1900-01-01,,Unknown
Lyda,Roberti,1900-01-01,,Warsaw
Lydia,Clarke,1900-01-01,,"Two Rivers, Wisconsin"
Lydia,Pilcher,1900-01-01,,Unknown
Lydie,Auvray,1900-01-01,,Langrune-sur-Mer
Lyès,Salem,1900-01-01,,Algiers
Lyle,Bettger,1900-01-01,,"Philadelphia, Pennsylvania"
Lyle,Lovett,1900-01-01,,Houston
Lyle,Talbot,1900-01-01,,"Pittsburgh, Pennsylvania"
Lyn,Murray,1900-01-01,,"London, England"
Lynda,Myles,1900-01-01,,Arbroath
Lynda,Obst,1900-01-01,,New York City
Lynette,Howell,1900-01-01,,Unknown
Lynette,Taylor,1900-01-01,,Unknown
Lynn,Baggett,1900-01-01,,Wichita Falls
Lynn,Bari,1900-01-01,,[1]
Lynn,Carlin,1900-01-01,,Los Angeles
Lynn,Fontanne,1900-01-01,,[n 1]
Lynn,Mueller,1900-01-01,,Unknown
Lynn,Redgrave,1900-01-01,,Marylebone
Lynn,Riggs,1900-01-01,,Unknown
Lynn,Starling,1900-01-01,,"Hopkinsville, Kentucky"
Lynn-Holly,Johnson,1900-01-01,,"Chicago, Illinois"
Lynne,Frederick,1900-01-01,,[1]
Lynne,Littman,1900-01-01,,"New York City, New York"
Lynne,Overman,1900-01-01,,"Maryville, Missouri"
Lynzee,Klingman,1900-01-01,,"Chicago, Illinois"
Lyudmila,Savelyeva,1900-01-01,,Leningrad
Lyudmila,Zaytseva,1900-01-01,,Ust-Labinsky District
M.,Frankovich,1900-01-01,,"Bisbee, Arizona"
M.,Keeravani,1900-01-01,,Kovvur
M.,Shyamalan,1900-01-01,,Mahé
Ma,Jingwu,1900-01-01,,Unknown
Mabel,Cadena,1900-01-01,,[1]
Mabel,King,1900-01-01,,"Charleston, South Carolina"
Mabel,Rivera,1900-01-01,,Ferrol
Mabel,Wayne,1900-01-01,,"Brooklyn, New York"
Mac,Davis,1900-01-01,,"Lubbock, Texas"
Macaulay,Culkin,1900-01-01,,New York City
Macdonald,Carey,1900-01-01,,"Sioux City, Iowa"
Mace,Neufeld,1900-01-01,,[1]
Machiko,Kyō,1900-01-01,,Osaka
Mack,David,1900-01-01,,New York City
Mack,Gordon,1900-01-01,,Unknown
Mack,Sennett,1900-01-01,,"Danville, Quebec"
Mack,Stengler,1900-01-01,,Wisconsin
Mack,Swain,1900-01-01,,"Salt Lake City, Utah"
Mackenzie,Davis,1900-01-01,,"Vancouver, British Columbia"
Mackenzie,Phillips,1900-01-01,,Unknown
Madeleine,Carroll,1900-01-01,,West Bromwich
Madeleine,Chapsal,1900-01-01,,Unknown
Madeleine,Gug,1900-01-01,,Les Pavillons-sous-Bois
Madeleine,Lebeau,1900-01-01,,Antony
Madeleine,McGraw,1900-01-01,,[1]
Madeleine,Potter,1900-01-01,,"Washington, D.C."
Madeleine,Renaud,1900-01-01,,Paris
Madeleine,Robinson,1900-01-01,,Paris
Madeleine,Sherwood,1900-01-01,,"Montreal, Quebec"
Madeleine,Stowe,1900-01-01,,Unknown
Madeline,Kahn,1900-01-01,,Boston
Madeline,Sharafian,1900-01-01,,Alameda
Madelon,Veldhuizen,1900-01-01,,Unknown
Madelyn,Cline,1900-01-01,,"Goose Creek, South Carolina"
Madge,Evans,1900-01-01,,[1]
Madge,Sinclair,1900-01-01,,Kingston
Madhur,Mittal,1900-01-01,,Agra
Madlyn,Rhue,1900-01-01,,"Washington, D.C."
Mads,Mikkelsen,1900-01-01,,Copenhagen
Mae,Busch,1900-01-01,,Melbourne
Mae,Questel,1900-01-01,,The Bronx
Mae,Whitman,1900-01-01,,Los Angeles
Mag,Bodard,1900-01-01,,Unknown
Magali,Noël,1900-01-01,,İzmir
Magaly,Solier,1900-01-01,,Huanta
Magda,Szubanski,1900-01-01,,[1]
Magdalena,Cielecka,1900-01-01,,Myszków
Magdy,Ashour,1900-01-01,,Unknown
Maggie,Cheung,1900-01-01,,British Hong Kong
Maggie,Cronin,1900-01-01,,Unknown
Maggie,Gyllenhaal,1900-01-01,,New York City
Maggie,McNamara,1900-01-01,,Unknown
Maggie,Renzi,1900-01-01,,Unknown
Maggie,Smith,1900-01-01,,Ilford
Magnus,Horn,1900-01-01,,Unknown
Magnus,Millang,1900-01-01,,Unknown
Mahershala,Ali,1900-01-01,,"Oakland, California"
Mahmoud,Kalari,1900-01-01,,Tehran
Mai,Zetterling,1900-01-01,,Västerås
Maia,Morgenstern,1900-01-01,,Bucharest
Maidie,Norman,1900-01-01,,"Villa Rica, Georgia"
Maite,Alberdi,1900-01-01,,Santiago
Maitreyi,Ramakrishnan,1900-01-01,,Mississauga
Maja,Komorowska,1900-01-01,,Warsaw
Maja,Ostaszewska,1900-01-01,,Kraków
Majel,Barrett,1900-01-01,,Cleveland
Majid,Majidi,1900-01-01,,Talesh
Mala,Powers,1900-01-01,,"San Francisco, California"
Malca,Gillson,1900-01-01,,Yorkton
Malcolm,Arnold,1900-01-01,,Unknown
Malcolm,Boylan,1900-01-01,,"Chicago, Illinois"
Malcolm,Campbell,1900-01-01,,Unknown
Malcolm,Clarke,1900-01-01,,Unknown
Malcolm,Marmorstein,1900-01-01,,Unknown
Malcolm,McDowell,1900-01-01,,Horsforth
Malcolm,Smith,1900-01-01,,Unknown
Malcolm,Waite,1900-01-01,,Menominee
Malcolm,X,1900-01-01,,"Omaha, Nebraska"
Malcolme,Conrath,1900-01-01,,Unknown
Małgorzata,Braunek,1900-01-01,,Szamotuły
Mali,Obomsawin,1900-01-01,,"Stratford, New Hampshire"
Malik,Bendjelloul,1900-01-01,,Ystad
Malte,Grunert,1900-01-01,,Unknown
Mamie,Doren,1900-01-01,,"Rowena, South Dakota"
Mamo,Clark,1900-01-01,,[1]
Mamoru,Hosoda,1900-01-01,,Kamiichi
Mamoudou,Athie,1900-01-01,,Mauritania
Mandy,Moore,1900-01-01,,"Nashua, New Hampshire"
Mandy,Patinkin,1900-01-01,,Unknown
Mandy,Walker,1900-01-01,,Melbourne
Manfred,Baier,1900-01-01,,Unknown
Manfred,Gregor,1900-01-01,,Unknown
Manning,Whiley,1900-01-01,,Hampstead
Manny,Baer,1900-01-01,,Unknown
Manos,Hadjidakis,1900-01-01,,Xanthi
Manos,Hatzidakis,1900-01-01,,Xanthi
Manos,Katrakis,1900-01-01,,"Kasteli, Kissamos"
Måns,Reuterswärd,1900-01-01,,Unknown
Mansai,Nomura,1900-01-01,,Unknown
Mantan,Moreland,1900-01-01,,"Monroe, Louisiana"
Manuel,Alexandre,1900-01-01,,Madrid
Manuel,Campo,1900-01-01,,Unknown
Manuel,Goyanes,1900-01-01,,Unknown
Manuel,Ojeda,1900-01-01,,"La Paz, Baja California Sur"
Manuel,Ponce,1900-01-01,,Unknown
Manuel,Rojas,1900-01-01,,Unknown
Manuel,Seff,1900-01-01,,"Baltimore, Maryland"
Manuel,Sica,1900-01-01,,Rome
Marayat,Andriane,1900-01-01,,Bangkok
Marc,Abraham,1900-01-01,,Unknown
Marc,Barbé,1900-01-01,,"Nancy, France"
Marc,Connelly,1900-01-01,,"McKeesport, Pennsylvania"
Marc,Forster,1900-01-01,,Illertissen
Marc,Maron,1900-01-01,,"Jersey City, New Jersey"
Marc,Michel,1900-01-01,,Basse-Terre
Marc,Norman,1900-01-01,,Unknown
Marc,Platt,1900-01-01,,"Pikesville, Maryland"
Marc,Pontavice,1900-01-01,,[1]
Marc,Rothemund,1900-01-01,,Unknown
Marc,Shaiman,1900-01-01,,"Newark, New Jersey"
Marc,Smerling,1900-01-01,,Unknown
Marc,Sondheimer,1900-01-01,,Unknown
Marc,Streitenfeld,1900-01-01,,Munich
Marc,Turtletaub,1900-01-01,,"Lakewood, New Jersey"
Marcel,Achard,1900-01-01,,Sainte-Foy-lès-Lyon
Marcel,Beaulieu,1900-01-01,,Unknown
Marcel,Bozzuffi,1900-01-01,,Rennes
Marcel,Camus,1900-01-01,,Chappes
Marcel,Carné,1900-01-01,,Paris
Marcel,Dalio,1900-01-01,,"Paris, France"
Marcel,Grignon,1900-01-01,,Paris
Marcel,Herrand,1900-01-01,,Paris
Marcel,Ichac,1900-01-01,,Rueil-Malmaison
Marcel,Łoziński,1900-01-01,,Paris
Marcel,Marceau,1900-01-01,,Strasbourg
Marcel,Mettelsiefen,1900-01-01,,Munich
Marcel,Moussy,1900-01-01,,Unknown
Marcel,Ophuls,1900-01-01,,Frankfurt
Marcel,Picard,1900-01-01,,"Le Havre, France"
Marcel,Ruiz,1900-01-01,,Unknown
Marcel,Weiss,1900-01-01,,Paris
Marcellite,Garner,1900-01-01,,"Redlands, California"
Marcello,Gatti,1900-01-01,,Unknown
Marcello,Girosi,1900-01-01,,Unknown
Marcello,Mastroianni,1900-01-01,,Fontana Liri
Marcello,Pagliero,1900-01-01,,London
Marcelo,Piñeyro,1900-01-01,,Buenos Aires
Marcelo,Zarvos,1900-01-01,,São Paulo
Marcia,Harden,1900-01-01,,San Diego
Marcia,Lucas,1900-01-01,,"Modesto, California"
Marcia,Nasatir,1900-01-01,,Unknown
Marco,Beltrami,1900-01-01,,Long Island
Marco,Hofschneider,1900-01-01,,West Berlin
Marco,Leonardi,1900-01-01,,Melbourne
Marco,Morabito,1900-01-01,,Unknown
Marco,Scarpelli,1900-01-01,,Bergamo
Marco,Spoletini,1900-01-01,,Unknown
Marcus,D'Arcy,1900-01-01,,Unknown
Marcus,Franklin,1900-01-01,,"Carmel, New York"
Marcus,Miller,1900-01-01,,New York City
Marcy,McGuire,1900-01-01,,"Kansas City, Kansas"
Marcy,Page,1900-01-01,,California
Mare,Winningham,1900-01-01,,"Phoenix, Arizona"
Maren,Ade,1900-01-01,,Karlsruhe
Margaret,Anderson,1900-01-01,,"Indianapolis, Indiana"
Margaret,Avery,1900-01-01,,"Mangum, Oklahoma"
Margaret,Booth,1900-01-01,,"Los Angeles, California"
Margaret,Cho,1900-01-01,,San Francisco
Margaret,Clancey,1900-01-01,,Unknown
Margaret,Colin,1900-01-01,,Brooklyn
Margaret,Drabble,1900-01-01,,Sheffield
Margaret,Dumont,1900-01-01,,Brooklyn
Margaret,Early,1900-01-01,,"Birmingham, Alabama"
Margaret,Fink,1900-01-01,,Unknown
Margaret,Forster,1900-01-01,,Carlisle
Margaret,Hamilton,1900-01-01,,"Cleveland, Ohio"
Margaret,Hayes,1900-01-01,,Unknown
Margaret,Langrick,1900-01-01,,Unknown
Margaret,Lazarus,1900-01-01,,Unknown
Margaret,Leighton,1900-01-01,,Barnt Green
Margaret,Lindsay,1900-01-01,,"Dubuque, Iowa"
Margaret,Livingston,1900-01-01,,"Salt Lake City, Utah"
Margaret,Lockwood,1900-01-01,,Karachi
Margaret,Ménégoz,1900-01-01,,Budapest
Margaret,Mercier,1900-01-01,,Unknown
Margaret,O'Brien,1900-01-01,,"San Diego, California"
Margaret,Qualley,1900-01-01,,"Kalispell, Montana"
Margaret,Riley,1900-01-01,,Unknown
Margaret,Rutherford,1900-01-01,,Balham
Margaret,Sixel,1900-01-01,,South Africa
Margaret,Smilov,1900-01-01,,Unknown
Margaret,Stein,1900-01-01,,[1]
Margaret,Sullavan,1900-01-01,,"Norfolk, Virginia"
Margarita,Liberaki,1900-01-01,,Athens
Margarita,Ochoa,1900-01-01,,Unknown
Marge,Champion,1900-01-01,,Unknown
Margherita,Buy,1900-01-01,,Rome
Margo,Martindale,1900-01-01,,"Jacksonville, Texas"
Margot,Grahame,1900-01-01,,Canterbury
Margot,Kidder,1900-01-01,,Yellowknife
Margot,Robbie,1900-01-01,,"Dalby, Queensland"
Marguerite,Churchill,1900-01-01,,"Kansas City, Missouri"
Marguerite,Duras,1900-01-01,,Cochinchina
Marguerite,Mure,1900-01-01,,Unknown
Marguerite,Renoir,1900-01-01,,Paris
Mari,Blanchard,1900-01-01,,"Long Beach, California"
Mari,Natsuki,1900-01-01,,Tokyo
Mari,Törőcsik,1900-01-01,,Pély
Mari,Yepes,1900-01-01,,Unknown
Maria,Bakalova,1900-01-01,,Burgas
Maria,Bello,1900-01-01,,"Norristown, Pennsylvania"
María,Bemberg,1900-01-01,,Buenos Aires
María,Botero,1900-01-01,,Medellin
Maria,Brendle,1900-01-01,,Germany
María,Casanova,1900-01-01,,Unknown
María,Corda,1900-01-01,,Kingdom of Hungary
Maria,Cucinotta,1900-01-01,,Messina
Maria,Dąbrowska,1900-01-01,,Russów
Maria,Dizzia,1900-01-01,,"Newark, New Jersey"
Maria,Doyle,1900-01-01,,"Clontarf, Dublin"
Maria,Kennedy,1900-01-01,,"Clontarf, Dublin"
Maria,McDermottroe,1900-01-01,,[1]
Maria,Medeiros,1900-01-01,,Lisbon
Maria,Michi,1900-01-01,,Rome
Maria,Montez,1900-01-01,,Barahona
Maria,Ouspenskaya,1900-01-01,,Tula
Maria,Pevchikh,1900-01-01,,Zelenograd
Maria,Schell,1900-01-01,,Vienna
Maria,Schneider,1900-01-01,,"Paris, France"
Maria,Schrader,1900-01-01,,Hannover
Maria,Tognazzi,1900-01-01,,Rome
María,Walsh,1900-01-01,,Ramos Mejía
Maria-Pia,Casilio,1900-01-01,,L'Aquila
Mariah,Carey,1900-01-01,,[a]
Marian,Ainslee,1900-01-01,,"Marceline, Missouri"
Marian,Hailey,1900-01-01,,"Portland, Oregon"
Marián,Labuda,1900-01-01,,Hontianske Nemce
Marian,Marsh,1900-01-01,,Trinidad and Tobago
Marian,Seldes,1900-01-01,,Unknown
Marian,Spitzer,1900-01-01,,Unknown
Mariana,Hill,1900-01-01,,"Santa Barbara, California"
Mariangela,Melato,1900-01-01,,Milan
Marianne,Farley,1900-01-01,,Montreal
Marianne,Jean-Baptiste,1900-01-01,,Camberwell
Marianne,Maddalena,1900-01-01,,"Lansing, Michigan"
Marianne,Sägebrecht,1900-01-01,,Starnberg
Mariano,Llinás,1900-01-01,,Buenos Aires
Maribel,Verdú,1900-01-01,,Madrid
Marie,Dressler,1900-01-01,,"Cobourg, Ontario"
Marie,Gevers,1900-01-01,,Edegem
Marie,Gillain,1900-01-01,,Liège
Marie,Halvey,1900-01-01,,Unknown
Marie,Kean,1900-01-01,,Rush
Marie,Powers,1900-01-01,,"Mount Carmel, Pennsylvania"
Marie,Prevost,1900-01-01,,"Sarnia, Ontario"
Marie,Tifo,1900-01-01,,Jonquière
Marie,Versini,1900-01-01,,Paris
Marie,Wawa,1900-01-01,,Unknown
Marie,Wilson,1900-01-01,,"Anaheim, California"
Marie,Windsor,1900-01-01,,"Marysvale, Utah"
Marie-Ange,Luciani,1900-01-01,,Corsica
Marie-Christine,Barrault,1900-01-01,,Unknown
Marie-Claude,Poulin,1900-01-01,,Unknown
Marie-France,Pisier,1900-01-01,,Dalat
Marie-Hélène,Dozo,1900-01-01,,Unknown
Marie-Josée,Croze,1900-01-01,,"Montreal, Quebec"
Marie-Josèphe,Yoyotte,1900-01-01,,Unknown
Marieke,Blaauw,1900-01-01,,Unknown
Marieke,Pol,1900-01-01,,Unknown
Mariel,Hemingway,1900-01-01,,[1]
Mariela,Garriga,1900-01-01,,Havana
Marielle,Heller,1900-01-01,,"Marin County, California"
Marika,Lagercrantz,1900-01-01,,Solna
Marília,Pêra,1900-01-01,,Rio de Janeiro
Marilina,Ross,1900-01-01,,Liniers
Marilù,Tolo,1900-01-01,,Rome
Marilyn,Bergman,1900-01-01,,Brooklyn
Marilyn,Hassett,1900-01-01,,[1]
Marilyn,Maxwell,1900-01-01,,"Clarinda, Iowa"
Marilyn,Miller,1900-01-01,,"Evansville, Indiana"
Marilyn,Monroe,1900-01-01,,Los Angeles
Marilyn,Nash,1900-01-01,,"Flint, Michigan"
Marin,Karmitz,1900-01-01,,Bucharest
Marina,Cicogna,1900-01-01,,Rome
Marina,Hands,1900-01-01,,Unknown
Marina,Koshetz,1900-01-01,,Moscow
Marina,Sirtis,1900-01-01,,London
Marina,Tavira,1900-01-01,,Mexico City
Marine,Vacth,1900-01-01,,Paris
Mario,Adorf,1900-01-01,,Zürich
Mario,Castelnuovo-Tedesco,1900-01-01,,Unknown
Mario,Gori,1900-01-01,,Brescia
Mario,Kassar,1900-01-01,,[1]
Mario,Lanza,1900-01-01,,Philadelphia
Mario,Monicelli,1900-01-01,,Rome
Mario,Morra,1900-01-01,,Rome
Mario,Nascimbene,1900-01-01,,Milan
Mario,Pacheco,1900-01-01,,Unknown
Mario,Peebles,1900-01-01,,Mexico City
Mario,Pisu,1900-01-01,,Montecchio Emilia
Mario,Puzo,1900-01-01,,Manhattan
Mario,Serandrei,1900-01-01,,Unknown
Mario,Tosi,1900-01-01,,"Rome, Italy"
Marion,Bailey,1900-01-01,,Bushey
Marion,Cotillard,1900-01-01,,[1]
Marion,Davies,1900-01-01,,[a]
Marion,Jackson,1900-01-01,,Walla Walla
Marion,Martin,1900-01-01,,"Philadelphia, Pennsylvania"
Marion,Rothman,1900-01-01,,Unknown
Marisa,Berenson,1900-01-01,,Unknown
Marisa,Mell,1900-01-01,,Graz
Marisa,Paredes,1900-01-01,,Madrid
Marisa,Tomei,1900-01-01,,New York City
Marit,Jacobsen,1900-01-01,,Unknown
Marius,Goring,1900-01-01,,"Newport, Isle of Wight"
Marius,Müller,1900-01-01,,Narvik
Marius,Vries,1900-01-01,,London
Marjane,Satrapi,1900-01-01,,Rasht
Marjoe,Gortner,1900-01-01,,"Long Beach, California"
Marjorie,Bennett,1900-01-01,,"York, Western Australia"
Marjorie,Fielding,1900-01-01,,Unknown
Marjorie,Fowler,1900-01-01,,Unknown
Marjorie,Kane,1900-01-01,,"Chicago, Illinois"
Marjorie,Main,1900-01-01,,"Acton, Indiana"
Marjorie,Rambeau,1900-01-01,,"San Francisco, California"
Marjorie,Reynolds,1900-01-01,,"Buhl, Idaho"
Marjorie,Riordan,1900-01-01,,"Washington, District of Columbia"
Marjorie,Weaver,1900-01-01,,"Crossville, Tennessee"
Marjorie,White,1900-01-01,,Winnipeg
Marjorie,Woodworth,1900-01-01,,"Inglewood, California"
Mark,Addy,1900-01-01,,York
Mark,Andrews,1900-01-01,,"Los Angeles County, California"
Mark,Baker,1900-01-01,,"London, England"
Mark,Blum,1900-01-01,,"Newark, New Jersey"
Mark,Boal,1900-01-01,,Unknown
Mark,Bomback,1900-01-01,,"New Rochelle, New York"
Mark,Bradshaw,1900-01-01,,"Sydney, Australia"
Mark,Burns,1900-01-01,,Bromsgrove
Mark,Burton,1900-01-01,,"England, United Kingdom"
Mark,Damon,1900-01-01,,"Chicago, Illinois"
Mark,Day,1900-01-01,,Unknown
Mark,Dindal,1900-01-01,,"Columbus, Ohio"
Mark,Eden,1900-01-01,,Unknown
Mark,Eydelshteyn,1900-01-01,,Nizhny Novgorod
Mark,Feuerstein,1900-01-01,,Unknown
Mark,Gatiss,1900-01-01,,Sedgefield
Mark,Gessner,1900-01-01,,Unknown
Mark,Gill,1900-01-01,,Unknown
Mark,Goldblatt,1900-01-01,,Unknown
Mark,Gordon,1900-01-01,,Newport News
Mark,Gustafson,1900-01-01,,"Portland, Oregon"
Mark,Hamill,1900-01-01,,"Oakland, California"
Mark,Harmon,1900-01-01,,"Burbank, California"
Mark,Harris,1900-01-01,,Unknown
Mark,Helfrich,1900-01-01,,Unknown
Mark,Hellinger,1900-01-01,,Unknown
Mark,Herman,1900-01-01,,Bridlington
Mark,Hicks,1900-01-01,,Unknown
Mark,Huffam,1900-01-01,,Ballyclare
Mark,Irwin,1900-01-01,,Toronto
Mark,Isham,1900-01-01,,Unknown
Mark,Ivanir,1900-01-01,,Chernivtsi
Mark,Johnson,1900-01-01,,Unknown
Mark,Jones,1900-01-01,,Rhosllanerchrugog
Mark,Junior,1900-01-01,,"Cincinnati, Ohio"
Mark,Kasdan,1900-01-01,,"Hammond, Louisiana"
Mark,Kelly,1900-01-01,,"Orange, New Jersey"
Mark,Knopfler,1900-01-01,,Glasgow
Mark,Korven,1900-01-01,,Swift Current
Mark,Lamos,1900-01-01,,"Melrose Park, Illinois"
Mark,Lester,1900-01-01,,Oxford
Mark,Linn-Baker,1900-01-01,,St. Louis
Mark,Lipsky,1900-01-01,,Unknown
Mark,Livolsi,1900-01-01,,"Mt. Lebanon, Pennsylvania"
Mark,London,1900-01-01,,Unknown
Mark,Lothar,1900-01-01,,Unknown
Mark,Mancina,1900-01-01,,[1]
Mark,McKenzie,1900-01-01,,"Lake City, Minnesota"
Mark,Mori,1900-01-01,,Unknown
Mark,Mothersbaugh,1900-01-01,,"Akron, Ohio"
Mark,O'Keefe,1900-01-01,,Unknown
Mark,Orton,1900-01-01,,Unknown
Mark,Osborne,1900-01-01,,"Trenton, New Jersey"
Mark,Pellegrino,1900-01-01,,Pasadena
Mark,Protosevich,1900-01-01,,Unknown
Mark,Prudkin,1900-01-01,,Klin
Mark,Reizen,1900-01-01,,Unknown
Mark,Richman,1900-01-01,,Unknown
Mark,Robson,1900-01-01,,Montreal
Mark,Ronson,1900-01-01,,Notting Hill
Mark,Rosenberg,1900-01-01,,"Passaic, New Jersey"
Mark,Rudd,1900-01-01,,"Irvington, New Jersey"
Mark,Ruffalo,1900-01-01,,"Kenosha, Wisconsin"
Mark,Rydell,1900-01-01,,New York City
Mark,Rylance,1900-01-01,,[1]
Mark,Sandrich,1900-01-01,,Unknown
Mark,Sanger,1900-01-01,,London
Mark,Shivas,1900-01-01,,Unknown
Mark,Slade,1900-01-01,,Salem
Mark,Stevens,1900-01-01,,"Cleveland, Ohio"
Mark,Strong,1900-01-01,,Unknown
Mark,Turnbull,1900-01-01,,Unknown
Mark,Vahradian,1900-01-01,,Unknown
Mark,Victor,1900-01-01,,Unknown
Mark,Wadlow,1900-01-01,,Middlesbrough
Mark,Wahlberg,1900-01-01,,"Boston, Massachusetts"
Mark,Walton,1900-01-01,,Salt Lake City
Mark,Warner,1900-01-01,,Unknown
Mark,Watters,1900-01-01,,"Irving, Texas"
Mark,Williams,1900-01-01,,Bromsgrove
Mark,Zupan,1900-01-01,,"Cleveland, Ohio"
Markéta,Irglová,1900-01-01,,Valašské Meziříčí
Markku,Peltola,1900-01-01,,Helsinki
