Iteration,Award Category,Winner,Film
81,Best Writing (Adapted Screenplay),The Curious Case of Benjamin Button,The Curious Case of Benjamin Button
81,Best Writing (Adapted Screenplay),Doubt,Doubt
81,Best Writing (Adapted Screenplay),Frost/Nixon,Frost/Nixon
81,Best Writing (Adapted Screenplay),The Reader,The Reader
81,Best Animated Feature Film,WALL-E,WALL-E
81,Best Animated Feature Film,Bolt,Bolt
81,Best Animated Feature Film,Kung Fu Panda,Kung Fu Panda
81,Best Foreign Language Film,Departures (Japan) in Japanese,Departures
81,Best Foreign Language Film,The Baader Meinhof Complex (Germany) in German,The Baader Meinhof Complex
81,Best Foreign Language Film,The Class (France) in French,The Class
81,Best Foreign Language Film,Revanche (Austria) in German,Revanche
81,Best Foreign Language Film,Waltz with Bashir (Israel) in Hebrew,Waltz with Bashir
81,Best Documentary (Feature),Man on Wire,Man on Wire
81,Best Documentary (Feature),The Betrayal,The Betrayal – Nerakhoon
81,Best Documentary (Feature),Encounters at the End of the World,Encounters at the End of the World
81,Best Documentary (Feature),The Garden,The Garden
81,Best Documentary (Feature),Trouble the Water,Trouble the Water
81,Best Documentary (Short Subject),Smile Pinki,Smile Pinki
81,Best Documentary (Short Subject),The Conscience of Nhem En,The Conscience of Nhem En
81,Best Documentary (Short Subject),The Final Inch,The Final Inch
81,Best Documentary (Short Subject),The Witness: From the Balcony of Room 306,The Witness: From the Balcony of Room 306
81,Best Short Film (Live Action),Toyland (Spielzeugland) — Jochen Alexander Freydank Manon on the Asphalt — Elizabeth Marre and Olivier Pont New Boy — Steph Green and Tamara Anghie On the Line (Auf der Strecke) — Reto Caffi The Pig (Grisen) — Tivi Magnusson and Dorte Høgh,Toyland
81,Best Short Film (Live Action),Manon on the Asphalt — Elizabeth Marre and Olivier Pont,Manon on the Asphalt
81,Best Short Film (Live Action),New Boy — Steph Green and Tamara Anghie,New Boy
81,Best Short Film (Live Action),On the Line (Auf der Strecke) — Reto Caffi,On the Line
81,Best Short Film (Live Action),The Pig (Grisen) — Tivi Magnusson and Dorte Høgh,The Pig
81,Best Short Film (Animated),La Maison en Petits Cubes,La Maison en Petits Cubes
81,Best Short Film (Animated),Lavatory,Lavatory – Lovestory
81,Best Short Film (Animated),Oktapodi,Oktapodi
81,Best Short Film (Animated),Presto,Presto
81,Best Short Film (Animated),This Way Up,This Way Up
81,Best Music (Original Score),Slumdog Millionaire,Slumdog Millionaire
81,Best Music (Original Score),The Curious Case of Benjamin Button,The Curious Case of Benjamin Button
81,Best Music (Original Score),Defiance,Defiance
81,Best Music (Original Score),Milk,Milk
81,Best Music (Original Score),WALL-E,WALL-E
81,Best Music (Original Song),"""Jai Ho"" from Slumdog Millionaire",Slumdog Millionaire
81,Best Music (Original Song),"""Down to Earth"" from WALL-E",WALL-E
81,Best Music (Original Song),"""O Saya"" from Slumdog Millionaire",Slumdog Millionaire
81,Best Sound Editing,The Dark Knight,The Dark Knight
81,Best Sound Editing,Iron Man,Iron Man
81,Best Sound Editing,Slumdog Millionaire,Slumdog Millionaire
81,Best Sound Editing,WALL-E,WALL-E
81,Best Sound Editing,Wanted,Wanted
81,Best Sound Mixing,Slumdog Millionaire,Slumdog Millionaire
81,Best Sound Mixing,The Curious Case of Benjamin Button,The Curious Case of Benjamin Button
81,Best Sound Mixing,The Dark Knight,The Dark Knight
81,Best Sound Mixing,WALL-E,WALL-E
81,Best Sound Mixing,Wanted,Wanted
81,Best Art Direction,The Curious Case of Benjamin Button,The Curious Case of Benjamin Button
81,Best Art Direction,Changeling,Changeling
81,Best Art Direction,The Dark Knight,The Dark Knight
81,Best Art Direction,The Duchess,The Duchess
81,Best Art Direction,Revolutionary Road,Revolutionary Road
81,Best Cinematography,Slumdog Millionaire,Slumdog Millionaire
81,Best Cinematography,Changeling,Changeling
81,Best Cinematography,The Curious Case of Benjamin Button,The Curious Case of Benjamin Button
81,Best Cinematography,The Dark Knight,The Dark Knight
81,Best Cinematography,The Reader,The Reader
81,Best Makeup,The Curious Case of Benjamin Button,The Curious Case of Benjamin Button
81,Best Makeup,The Dark Knight,The Dark Knight
81,Best Makeup,Hellboy II: The Golden Army,Hellboy II: The Golden Army
81,Best Costume Design,The Duchess,The Duchess
81,Best Costume Design,Australia,Australia
81,Best Costume Design,The Curious Case of Benjamin Button,The Curious Case of Benjamin Button
81,Best Costume Design,Milk,Milk
81,Best Costume Design,Revolutionary Road,Revolutionary Road
81,Best Film Editing,Slumdog Millionaire,Slumdog Millionaire
81,Best Film Editing,The Curious Case of Benjamin Button,The Curious Case of Benjamin Button
81,Best Film Editing,The Dark Knight,The Dark Knight
81,Best Film Editing,Frost/Nixon,Frost/Nixon
81,Best Film Editing,Milk,Milk
81,Best Visual Effects,The Curious Case of Benjamin Button,The Curious Case of Benjamin Button
81,Best Visual Effects,The Dark Knight,The Dark Knight
81,Best Visual Effects,Iron Man,Iron Man
82,Best Picture,The Hurt Locker,The Hurt Locker
82,Best Picture,Avatar,Avatar
82,Best Picture,The Blind Side,The Blind Side
82,Best Picture,District 9,District 9
82,Best Picture,An Education,An Education
82,Best Picture,Inglourious Basterds,Inglourious Basterds
82,Best Picture,Precious: Based on the Novel 'Push' by Sapphire,Precious: Based on the Novel 'Push' by Sapphire
82,Best Picture,A Serious Man,A Serious Man
82,Best Picture,Up,Up
82,Best Picture,Up in the Air,Up in the Air
82,Best Directing,Kathryn Bigelow,The Hurt Locker
82,Best Directing,James Cameron,Avatar
82,Best Directing,Quentin Tarantino,Inglourious Basterds
82,Best Directing,Lee Daniels,Precious: Based on the Novel 'Push' by Sapphire
82,Best Directing,Jason Reitman,Up in the Air
82,Best Actor in a Leading Role,Jeff Bridges,Crazy Heart
82,Best Actor in a Leading Role,George Clooney,Up in the Air
82,Best Actor in a Leading Role,Colin Firth,A Single Man
82,Best Actor in a Leading Role,Morgan Freeman,Invictus
82,Best Actor in a Leading Role,Jeremy Renner,The Hurt Locker
82,Best Actress in a Leading Role,Sandra Bullock,The Blind Side
82,Best Actress in a Leading Role,Helen Mirren,The Last Station
82,Best Actress in a Leading Role,Carey Mulligan,An Education
82,Best Actress in a Leading Role,Gabourey Sidibe,Precious: Based on the Novel 'Push' by Sapphire
82,Best Actress in a Leading Role,Meryl Streep,Julie & Julia
82,Best Actor in a Supporting Role,Christoph Waltz,Inglourious Basterds
82,Best Actor in a Supporting Role,Matt Damon,Invictus
82,Best Actor in a Supporting Role,Woody Harrelson,The Messenger
82,Best Actor in a Supporting Role,Christopher Plummer,The Last Station
82,Best Actor in a Supporting Role,Stanley Tucci,The Lovely Bones
82,Best Actress in a Supporting Role,Mo'Nique,Precious: Based on the Novel 'Push' by Sapphire
82,Best Actress in a Supporting Role,Penélope Cruz,Nine
82,Best Actress in a Supporting Role,Vera Farmiga,Up in the Air
82,Best Actress in a Supporting Role,Maggie Gyllenhaal,Crazy Heart
82,Best Actress in a Supporting Role,Anna Kendrick,Up in the Air
82,Best Writing (Original Screenplay),The Hurt Locker,The Hurt Locker
82,Best Writing (Original Screenplay),Inglourious Basterds,Inglourious Basterds
82,Best Writing (Original Screenplay),The Messenger,The Messenger
82,Best Writing (Original Screenplay),A Serious Man,A Serious Man
82,Best Writing (Original Screenplay),Up,Up
82,Best Writing (Adapted Screenplay),Precious: Based on the Novel 'Push' by Sapphire,Precious: Based on the Novel 'Push' by Sapphire
82,Best Writing (Adapted Screenplay),District 9,District 9
82,Best Writing (Adapted Screenplay),An Education,An Education
82,Best Writing (Adapted Screenplay),In the Loop,In the Loop
82,Best Writing (Adapted Screenplay),Up in the Air,Up in the Air
82,Best Animated Feature Film,Up,Up
82,Best Animated Feature Film,Coraline,Coraline
82,Best Animated Feature Film,Fantastic Mr. Fox,Fantastic Mr. Fox
82,Best Animated Feature Film,The Princess and the Frog,The Princess and the Frog
82,Best Animated Feature Film,The Secret of Kells,The Secret of Kells
82,Best Foreign Language Film,The Secret in Their Eyes (Argentina) in Spanish,The Secret in Their Eyes
82,Best Foreign Language Film,Ajami (Israel) in Arabic and Hebrew,Ajami
82,Best Foreign Language Film,The Milk of Sorrow (Peru) in Spanish and Quechua,The Milk of Sorrow
82,Best Foreign Language Film,"A Prophet (France) in French, Corsican and Arabic",A Prophet
82,Best Foreign Language Film,The White Ribbon (Germany) in German,The White Ribbon
82,Best Documentary (Feature),The Cove,The Cove
82,Best Documentary (Feature),Burma VJ,Burma VJ
82,Best Documentary (Feature),"Food, Inc.","Food, Inc."
82,Best Documentary (Feature),The Most Dangerous Man in America: Daniel Ellsberg and the Pentagon Papers,The Most Dangerous Man in America: Daniel Ellsberg and the Pentagon Papers
82,Best Documentary (Feature),Which Way Home,Which Way Home
82,Best Documentary (Short Subject),Music by Prudence,Music by Prudence
82,Best Documentary (Short Subject),China's Unnatural Disaster: The Tears of Sichuan Province,China's Unnatural Disaster: The Tears of Sichuan Province
82,Best Documentary (Short Subject),The Last Campaign of Governor Booth Gardner,The Last Campaign of Governor Booth Gardner
82,Best Documentary (Short Subject),The Last Truck: Closing of a GM Plant,The Last Truck: Closing of a GM Plant
82,Best Documentary (Short Subject),Rabbit à la Berlin,Rabbit à la Berlin
82,Best Short Film (Live Action),The New Tenants,The New Tenants
82,Best Short Film (Live Action),The Door,The Door
82,Best Short Film (Live Action),Instead of Abracadabra,Instead of Abracadabra
82,Best Short Film (Live Action),Kavi,Kavi
82,Best Short Film (Live Action),Miracle Fish,Miracle Fish
82,Best Short Film (Animated),Logorama,Logorama
82,Best Short Film (Animated),French Roast,French Roast
82,Best Short Film (Animated),Granny O'Grimm's Sleeping Beauty,Granny O'Grimm's Sleeping Beauty
82,Best Short Film (Animated),The Lady and the Reaper,The Lady and the Reaper
82,Best Short Film (Animated),A Matter of Loaf and Death,A Matter of Loaf and Death
82,Best Music (Original Score),Up,Up
82,Best Music (Original Score),Avatar,Avatar
82,Best Music (Original Score),Fantastic Mr. Fox,Fantastic Mr. Fox
82,Best Music (Original Score),The Hurt Locker,The Hurt Locker
82,Best Music (Original Score),Sherlock Holmes,Sherlock Holmes
82,Best Music (Original Song),"""The Weary Kind"" from Crazy Heart",Crazy Heart
82,Best Music (Original Song),"""Almost There"" from The Princess and the Frog",The Princess and the Frog
82,Best Music (Original Song),"""Down in New Orleans"" from The Princess and the Frog",The Princess and the Frog
82,Best Music (Original Song),"""Loin de Paname"" from Paris 36",Paris 36
82,Best Music (Original Song),"""Take it All"" from Nine",Nine
82,Best Sound Editing,The Hurt Locker,The Hurt Locker
82,Best Sound Editing,Avatar,Avatar
82,Best Sound Editing,Inglourious Basterds,Inglourious Basterds
82,Best Sound Editing,Star Trek,Star Trek
82,Best Sound Editing,Up,Up
82,Best Sound Mixing,The Hurt Locker,The Hurt Locker
82,Best Sound Mixing,Avatar,Avatar
82,Best Sound Mixing,Inglourious Basterds,Inglourious Basterds
82,Best Sound Mixing,Star Trek,Star Trek
82,Best Sound Mixing,Transformers: Revenge of the Fallen,Transformers: Revenge of the Fallen
82,Best Art Direction,Avatar,Avatar
82,Best Art Direction,The Imaginarium of Doctor Parnassus,The Imaginarium of Doctor Parnassus
82,Best Art Direction,Nine,Nine
82,Best Art Direction,Sherlock Holmes,Sherlock Holmes
82,Best Art Direction,The Young Victoria,The Young Victoria
82,Best Cinematography,Avatar,Avatar
82,Best Cinematography,Harry Potter and the Half-Blood Prince,Harry Potter and the Half-Blood Prince
82,Best Cinematography,The Hurt Locker,The Hurt Locker
82,Best Cinematography,Inglourious Basterds,Inglourious Basterds
82,Best Cinematography,The White Ribbon,The White Ribbon
82,Best Makeup,Star Trek,Star Trek
82,Best Makeup,Il Divo,Il Divo
82,Best Makeup,The Young Victoria,The Young Victoria
82,Best Costume Design,The Young Victoria,The Young Victoria
82,Best Costume Design,Bright Star,Bright Star
82,Best Costume Design,Coco Before Chanel,Coco Before Chanel
82,Best Costume Design,The Imaginarium of Doctor Parnassus,The Imaginarium of Doctor Parnassus
82,Best Costume Design,Nine,Nine
82,Best Film Editing,The Hurt Locker,The Hurt Locker
82,Best Film Editing,Avatar,Avatar
82,Best Film Editing,District 9,District 9
82,Best Film Editing,Inglourious Basterds,Inglourious Basterds
82,Best Film Editing,Precious: Based on the Novel 'Push' by Sapphire,Precious: Based on the Novel 'Push' by Sapphire
82,Best Visual Effects,Avatar,Avatar
82,Best Visual Effects,District 9,District 9
82,Best Visual Effects,Star Trek,Star Trek
83,Best Picture,The King's Speech,The King's Speech
83,Best Picture,Black Swan,Black Swan
83,Best Picture,The Fighter,The Fighter
83,Best Picture,Inception,Inception
83,Best Picture,The Kids Are All Right,The Kids Are All Right
83,Best Picture,127 Hours,127 Hours
83,Best Picture,The Social Network,The Social Network
83,Best Picture,Toy Story 3,Toy Story 3
83,Best Picture,True Grit,True Grit
83,Best Picture,Winter's Bone,Winter's Bone
83,Best Directing,Tom Hooper,The King's Speech
83,Best Directing,Darren Aronofsky,Black Swan
83,Best Directing,David O. Russell,The Fighter
83,Best Directing,David Fincher,The Social Network
83,Best Directing,Joel Coen and Ethan Coen,True Grit
83,Best Actor in a Leading Role,Colin Firth,The King's Speech
83,Best Actor in a Leading Role,Javier Bardem,Biutiful
83,Best Actor in a Leading Role,Jeff Bridges,True Grit
83,Best Actor in a Leading Role,Jesse Eisenberg,The Social Network
83,Best Actor in a Leading Role,James Franco,127 Hours
83,Best Actress in a Leading Role,Natalie Portman,Black Swan
83,Best Actress in a Leading Role,Annette Bening,The Kids Are All Right
83,Best Actress in a Leading Role,Nicole Kidman,Rabbit Hole
83,Best Actress in a Leading Role,Jennifer Lawrence,Winter's Bone
83,Best Actress in a Leading Role,Michelle Williams,Blue Valentine
83,Best Actor in a Supporting Role,Christian Bale,The Fighter
83,Best Actor in a Supporting Role,John Hawkes,Winter's Bone
83,Best Actor in a Supporting Role,Jeremy Renner,The Town
83,Best Actor in a Supporting Role,Mark Ruffalo,The Kids Are All Right
83,Best Actor in a Supporting Role,Geoffrey Rush,The King's Speech
83,Best Actress in a Supporting Role,Melissa Leo,The Fighter
83,Best Actress in a Supporting Role,Amy Adams,The Fighter
83,Best Actress in a Supporting Role,Helena Bonham Carter,The King's Speech
83,Best Actress in a Supporting Role,Hailee Steinfeld,True Grit
83,Best Actress in a Supporting Role,Jacki Weaver,Animal Kingdom
83,Best Writing (Original Screenplay),The King's Speech,The King's Speech
83,Best Writing (Original Screenplay),Another Year,Another Year
83,Best Writing (Original Screenplay),The Fighter,The Fighter
83,Best Writing (Original Screenplay),Inception,Inception
83,Best Writing (Original Screenplay),The Kids Are All Right,The Kids Are All Right
83,Best Writing (Adapted Screenplay),The Social Network,The Social Network
83,Best Writing (Adapted Screenplay),127 Hours,127 Hours
83,Best Writing (Adapted Screenplay),Toy Story 3,Toy Story 3
83,Best Writing (Adapted Screenplay),True Grit,True Grit
83,Best Writing (Adapted Screenplay),Winter's Bone,Winter's Bone
83,Best Animated Feature Film,Toy Story 3,Toy Story 3
83,Best Animated Feature Film,How to Train Your Dragon,How to Train Your Dragon
83,Best Animated Feature Film,The Illusionist,The Illusionist
83,Best Foreign Language Film,In a Better World (Denmark) in Danish,In a Better World
83,Best Foreign Language Film,Biutiful (Mexico) in Spanish,Biutiful
83,Best Foreign Language Film,Dogtooth (Greece) in Greek,Dogtooth
83,Best Foreign Language Film,Incendies (Canada) in French,Incendies
83,Best Foreign Language Film,Outside the Law (Algeria) in Arabic,Outside the Law
83,Best Documentary (Feature),Inside Job,Inside Job
83,Best Documentary (Feature),Exit Through the Gift Shop,Exit Through the Gift Shop
83,Best Documentary (Feature),Gasland,Gasland
83,Best Documentary (Feature),Restrepo,Restrepo
83,Best Documentary (Feature),Waste Land,Waste Land
83,Best Documentary (Short Subject),Strangers No More,Strangers No More
83,Best Documentary (Short Subject),Killing in the Name,Killing in the Name
83,Best Documentary (Short Subject),Poster Girl,Poster Girl
83,Best Documentary (Short Subject),Sun Come Up,Sun Come Up
83,Best Documentary (Short Subject),The Warriors of Qiugang,The Warriors of Qiugang
83,Best Short Film (Live Action),God of Love,God of Love
83,Best Short Film (Live Action),The Confession,The Confession
83,Best Short Film (Live Action),The Crush,The Crush
83,Best Short Film (Live Action),Na Wewe,Na Wewe
83,Best Short Film (Live Action),Wish 143,Wish 143
83,Best Short Film (Animated),The Lost Thing,The Lost Thing
83,Best Short Film (Animated),Day & Night,Day & Night
83,Best Short Film (Animated),The Gruffalo,The Gruffalo
83,Best Short Film (Animated),Let's Pollute,Let's Pollute
83,Best Short Film (Animated),"Madagascar, a Journey Diary","Madagascar, a Journey Diary"
83,Best Music (Original Score),The Social Network,The Social Network
83,Best Music (Original Score),127 Hours,127 Hours
83,Best Music (Original Score),How to Train Your Dragon,How to Train Your Dragon
83,Best Music (Original Score),Inception,Inception
83,Best Music (Original Score),The King's Speech,The King's Speech
83,Best Music (Original Song),"""We Belong Together"" from Toy Story 3",Toy Story 3
83,Best Music (Original Song),"""Coming Home"" from Country Strong",Country Strong
83,Best Music (Original Song),"""If I Rise"" from 127 Hours",127 Hours
83,Best Music (Original Song),"""I See the Light"" from Tangled",Tangled
83,Best Sound Editing,Inception,Inception
83,Best Sound Editing,Toy Story 3,Toy Story 3
83,Best Sound Editing,Tron: Legacy,Tron: Legacy
83,Best Sound Editing,True Grit,True Grit
83,Best Sound Editing,Unstoppable,Unstoppable
83,Best Sound Mixing,Inception,Inception
83,Best Sound Mixing,The King's Speech,The King's Speech
83,Best Sound Mixing,Salt,Salt
83,Best Sound Mixing,The Social Network,The Social Network
83,Best Sound Mixing,True Grit,True Grit
83,Best Art Direction,Alice in Wonderland,Alice in Wonderland
83,Best Art Direction,Harry Potter and the Deathly Hallows,Harry Potter and the Deathly Hallows – Part 1
83,Best Art Direction,Inception,Inception
83,Best Art Direction,The King's Speech,The King's Speech
83,Best Art Direction,True Grit,True Grit
83,Best Cinematography,Inception,Inception
83,Best Cinematography,Black Swan,Black Swan
83,Best Cinematography,The King's Speech,The King's Speech
83,Best Cinematography,The Social Network,The Social Network
83,Best Cinematography,True Grit,True Grit
83,Best Makeup,The Wolfman,The Wolfman
83,Best Makeup,Barney's Version,Barney's Version
83,Best Makeup,The Way Back,The Way Back
83,Best Costume Design,Alice in Wonderland,Alice in Wonderland
83,Best Costume Design,I Am Love,I Am Love
83,Best Costume Design,The King's Speech,The King's Speech
83,Best Costume Design,The Tempest,The Tempest
83,Best Costume Design,True Grit,True Grit
83,Best Film Editing,The Social Network,The Social Network
83,Best Film Editing,127 Hours,127 Hours
83,Best Film Editing,Black Swan,Black Swan
83,Best Film Editing,The Fighter,The Fighter
83,Best Film Editing,The King's Speech,The King's Speech
83,Best Visual Effects,Inception,Inception
83,Best Visual Effects,Alice in Wonderland,Alice in Wonderland
83,Best Visual Effects,Harry Potter and the Deathly Hallows,Harry Potter and the Deathly Hallows – Part 1
83,Best Visual Effects,Hereafter,Hereafter
83,Best Visual Effects,Iron Man 2,Iron Man 2
84,Best Picture,The Artist,The Artist
84,Best Picture,The Descendants,The Descendants
84,Best Picture,Extremely Loud & Incredibly Close,Extremely Loud & Incredibly Close
84,Best Picture,The Help,The Help
84,Best Picture,Hugo,Hugo
84,Best Picture,Midnight in Paris,Midnight in Paris
84,Best Picture,Moneyball,Moneyball
84,Best Picture,The Tree of Life,The Tree of Life
84,Best Picture,War Horse,War Horse
84,Best Directing,Michel Hazanavicius,The Artist
84,Best Directing,Alexander Payne,The Descendants
84,Best Directing,Martin Scorsese,Hugo
84,Best Directing,Woody Allen,Midnight in Paris
84,Best Directing,Terrence Malick,The Tree of Life
84,Best Actor in a Leading Role,Jean Dujardin,The Artist
84,Best Actor in a Leading Role,Demián Bichir,A Better Life
84,Best Actor in a Leading Role,George Clooney,The Descendants
84,Best Actor in a Leading Role,Gary Oldman,Tinker Tailor Soldier Spy
84,Best Actor in a Leading Role,Brad Pitt,Moneyball
84,Best Actress in a Leading Role,Meryl Streep,The Iron Lady
84,Best Actress in a Leading Role,Glenn Close,Albert Nobbs
84,Best Actress in a Leading Role,Viola Davis,The Help
84,Best Actress in a Leading Role,Rooney Mara,The Girl with the Dragon Tattoo
84,Best Actress in a Leading Role,Michelle Williams,My Week with Marilyn
84,Best Actor in a Supporting Role,Christopher Plummer,Beginners
84,Best Actor in a Supporting Role,Kenneth Branagh,My Week with Marilyn
84,Best Actor in a Supporting Role,Jonah Hill,Moneyball
84,Best Actor in a Supporting Role,Nick Nolte,Warrior
84,Best Actor in a Supporting Role,Max von Sydow,Extremely Loud & Incredibly Close
84,Best Actress in a Supporting Role,Octavia Spencer,The Help
84,Best Actress in a Supporting Role,Bérénice Bejo,The Artist
84,Best Actress in a Supporting Role,Jessica Chastain,The Help
84,Best Actress in a Supporting Role,Melissa McCarthy,Bridesmaids
84,Best Actress in a Supporting Role,Janet McTeer,Albert Nobbs
84,Best Writing (Original Screenplay),Midnight in Paris,Midnight in Paris
84,Best Writing (Original Screenplay),The Artist,The Artist
84,Best Writing (Original Screenplay),Bridesmaids,Bridesmaids
84,Best Writing (Original Screenplay),Margin Call,Margin Call
84,Best Writing (Original Screenplay),A Separation,A Separation
84,Best Writing (Adapted Screenplay),The Descendants,The Descendants
84,Best Writing (Adapted Screenplay),Hugo,Hugo
84,Best Writing (Adapted Screenplay),The Ides of March,The Ides of March
84,Best Writing (Adapted Screenplay),Moneyball,Moneyball
84,Best Writing (Adapted Screenplay),Tinker Tailor Soldier Spy,Tinker Tailor Soldier Spy
84,Best Animated Feature Film,Rango,Rango
84,Best Animated Feature Film,A Cat in Paris,A Cat in Paris
84,Best Animated Feature Film,Chico and Rita,Chico and Rita
84,Best Animated Feature Film,Kung Fu Panda 2,Kung Fu Panda 2
84,Best Animated Feature Film,Puss in Boots,Puss in Boots
84,Best Foreign Language Film,A Separation (Iran) in Persian,A Separation
84,Best Foreign Language Film,Bullhead (Belgium) in Dutch and French,Bullhead
84,Best Foreign Language Film,Footnote (Israel) in Hebrew,Footnote
84,Best Foreign Language Film,In Darkness (Poland) in Polish,In Darkness
84,Best Foreign Language Film,Monsieur Lazhar (Canada) in French,Monsieur Lazhar
84,Best Documentary (Feature),Undefeated,Undefeated
84,Best Documentary (Feature),Hell and Back Again,Hell and Back Again
84,Best Documentary (Feature),If a Tree Falls: A Story of the Earth Liberation Front,If a Tree Falls: A Story of the Earth Liberation Front
84,Best Documentary (Feature),Paradise Lost 3: Purgatory,Paradise Lost 3: Purgatory
84,Best Documentary (Feature),Pina,Pina
84,Best Documentary (Short Subject),Saving Face,Saving Face
84,Best Documentary (Short Subject),The Barber of Birmingham: Foot Soldier of the Civil Rights Movement,The Barber of Birmingham: Foot Soldier of the Civil Rights Movement
84,Best Documentary (Short Subject),God Is the Bigger Elvis,God Is the Bigger Elvis
84,Best Documentary (Short Subject),Incident in New Baghdad,Incident in New Baghdad
84,Best Documentary (Short Subject),The Tsunami and the Cherry Blossom,The Tsunami and the Cherry Blossom
84,Best Short Film (Live Action),The Shore,The Shore
84,Best Short Film (Live Action),Pentecost,Pentecost
84,Best Short Film (Live Action),Raju,Raju
84,Best Short Film (Live Action),Time Freak,Time Freak
84,Best Short Film (Live Action),Tuba Atlantic,Tuba Atlantic
84,Best Short Film (Animated),The Fantastic Flying Books of Mr. Morris Lessmore,The Fantastic Flying Books of Mr. Morris Lessmore
84,Best Short Film (Animated),La Luna,La Luna
84,Best Short Film (Animated),A Morning Stroll,A Morning Stroll
84,Best Short Film (Animated),Sunday (Dimanche),Sunday (Dimanche)
84,Best Short Film (Animated),Wild Life,Wild Life
84,Best Music (Original Score),The Artist,The Artist
84,Best Music (Original Score),The Adventures of Tintin,The Adventures of Tintin
84,Best Music (Original Score),Hugo,Hugo
84,Best Music (Original Score),Tinker Tailor Soldier Spy,Tinker Tailor Soldier Spy
84,Best Music (Original Score),War Horse,War Horse
84,Best Music (Original Song),"""Man or Muppet"" from The Muppets",The Muppets
84,Best Music (Original Song),"""Real in Rio"" from Rio",Rio
84,Best Sound Editing,Hugo,Hugo
84,Best Sound Editing,Drive,Drive
84,Best Sound Editing,The Girl with the Dragon Tattoo,The Girl with the Dragon Tattoo
84,Best Sound Editing,Transformers: Dark of the Moon,Transformers: Dark of the Moon
84,Best Sound Editing,War Horse,War Horse
84,Best Sound Mixing,Hugo,Hugo
84,Best Sound Mixing,The Girl with the Dragon Tattoo,The Girl with the Dragon Tattoo
84,Best Sound Mixing,Moneyball,Moneyball
84,Best Sound Mixing,Transformers: Dark of the Moon,Transformers: Dark of the Moon
84,Best Sound Mixing,War Horse,War Horse
84,Best Art Direction,Hugo,Hugo
84,Best Art Direction,The Artist,The Artist
84,Best Art Direction,Harry Potter and the Deathly Hallows,Harry Potter and the Deathly Hallows – Part 2
84,Best Art Direction,Midnight in Paris,Midnight in Paris
84,Best Art Direction,War Horse,War Horse
84,Best Cinematography,Hugo,Hugo
84,Best Cinematography,The Artist,The Artist
84,Best Cinematography,The Girl with the Dragon Tattoo,The Girl with the Dragon Tattoo
84,Best Cinematography,The Tree of Life,The Tree of Life
84,Best Cinematography,War Horse,War Horse
84,Best Makeup,The Iron Lady,The Iron Lady
84,Best Makeup,Albert Nobbs,Albert Nobbs
84,Best Makeup,Harry Potter and the Deathly Hallows,Harry Potter and the Deathly Hallows – Part 2
84,Best Costume Design,The Artist,The Artist
84,Best Costume Design,Anonymous,Anonymous
84,Best Costume Design,Hugo,Hugo
84,Best Costume Design,Jane Eyre,Jane Eyre
84,Best Costume Design,W.E.,W.E.
84,Best Film Editing,The Girl with the Dragon Tattoo,The Girl with the Dragon Tattoo
84,Best Film Editing,The Artist,The Artist
84,Best Film Editing,The Descendants,The Descendants
84,Best Film Editing,Hugo,Hugo
84,Best Film Editing,Moneyball,Moneyball
84,Best Visual Effects,Hugo,Hugo
84,Best Visual Effects,Harry Potter and the Deathly Hallows,Harry Potter and the Deathly Hallows – Part 2
84,Best Visual Effects,Real Steel,Real Steel
84,Best Visual Effects,Rise of the Planet of the Apes,Rise of the Planet of the Apes
84,Best Visual Effects,Transformers: Dark of the Moon,Transformers: Dark of the Moon
85,Best Picture,Argo,Argo
85,Best Picture,Amour,Amour
85,Best Picture,Beasts of the Southern Wild,Beasts of the Southern Wild
85,Best Picture,Django Unchained,Django Unchained
85,Best Picture,Les Misérables,Les Misérables
85,Best Picture,Life of Pi,Life of Pi
85,Best Picture,Lincoln,Lincoln
85,Best Picture,Silver Linings Playbook,Silver Linings Playbook
85,Best Picture,Zero Dark Thirty,Zero Dark Thirty
85,Best Directing,Ang Lee,Life of Pi
85,Best Directing,Michael Haneke,Amour
85,Best Directing,Benh Zeitlin,Beasts of the Southern Wild
85,Best Directing,Steven Spielberg,Lincoln
85,Best Directing,David O. Russell,Silver Linings Playbook
85,Best Actor in a Leading Role,Daniel Day-Lewis,Lincoln
85,Best Actor in a Leading Role,Bradley Cooper,Silver Linings Playbook
85,Best Actor in a Leading Role,Hugh Jackman,Les Misérables
85,Best Actor in a Leading Role,Joaquin Phoenix,The Master
85,Best Actor in a Leading Role,Denzel Washington,Flight
85,Best Actress in a Leading Role,Jennifer Lawrence,Silver Linings Playbook
85,Best Actress in a Leading Role,Jessica Chastain,Zero Dark Thirty
85,Best Actress in a Leading Role,Emmanuelle Riva,Amour
85,Best Actress in a Leading Role,Quvenzhané Wallis,Beasts of the Southern Wild
85,Best Actress in a Leading Role,Naomi Watts,The Impossible
85,Best Actor in a Supporting Role,Christoph Waltz,Django Unchained
85,Best Actor in a Supporting Role,Alan Arkin,Argo
85,Best Actor in a Supporting Role,Robert De Niro,Silver Linings Playbook
85,Best Actor in a Supporting Role,Philip Seymour Hoffman,The Master
85,Best Actor in a Supporting Role,Tommy Lee Jones,Lincoln
85,Best Actress in a Supporting Role,Anne Hathaway,Les Misérables
85,Best Actress in a Supporting Role,Amy Adams,The Master
