Movie_Name,Release_Date,Box_Office,Run_Time,Languages
The Heiress,1949-01-01,2300000.00,115,
The Hellstrom Chronicle,1971-01-01,1500000.00,90,
The Help,2011-01-01,221800000.00,146,
The Hidden World,1958-01-01,,,
The High and the Mighty,1954-01-01,8500000.00,147,
The Hindenburg,1975-01-01,27900000.00,125,
The Hoaxters,1952-01-01,177000.00,36,
The Hobbit: An Unexpected Journey,2012-01-01,1017000000.00,169,
The Hobbit: The Battle of the Five Armies,2014-01-01,962200000.00,144,
The Hobbit: The Desolation of Smaug,2013-01-01,959000000.00,161,
The Holdovers,2023-01-01,45600000.00,133,
The Hole,1962-01-01,,,
The Hollywood Revue of 1929,1929-01-01,2421000.00,130,
The Home-Made Car,1963-01-01,,28,
The Horse Whisperer,1998-01-01,187000000.00,169,
The Horse with the Flying Tail,1960-01-01,,48,
The Horse's Mouth,1958-01-01,1000000.00,97,
The Hospital,1971-01-01,14100000.00,103,
The Hot Rock,1972-01-01,3500000.00,105,
The Hours,2002-01-01,108800000.00,114,
The House I Live In,1945-01-01,,10,
The House of Rothschild,1934-01-01,1000000.00,88,
The House of the Seven Gables,1940-01-01,161625.00,89,
The House on 92nd Street,1945-01-01,2500000.00,88,
The House on Chelouche Street,1973-01-01,,110,
The House on Telegraph Hill,1951-01-01,,93,
The House That Ananda Built,1968-01-01,,,
The House That Jack Built,1967-01-01,,8,
The House Without a Name,1956-01-01,,,
The Howards of Virginia,1940-01-01,,116,
The Human Comedy,1943-01-01,3900000.00,118,
The Human Dutch,1963-01-01,1663743.00,90,
The Hunchback of Notre Dame,1939-01-01,3155000.00,116,
The Hunchback of Notre Dame,1996-01-01,325300000.00,91,
The Hunt,2012-01-01,18300000.00,115,
The Hunt for Red October,1990-01-01,200500000.00,135,
The Hunting Ground,2015-01-01,405917.00,103,
The Hurricane,1937-01-01,3200000.00,110,
The Hurricane,1999-01-01,74000000.00,146,
The Hurt Locker,2008-01-01,49200000.00,131,
The Hustler,1961-01-01,7600000.00,135,
The Ides of March,2011-01-01,76300000.00,101,
The Illusionist,2006-01-01,87800000.00,109,
The Illusionist,2010-01-01,6000000.00,79,
The Imaginarium of Doctor Parnassus,2009-01-01,64400000.00,123,
The Imitation Game,2014-01-01,233600000.00,115,
The Important Man,1962-01-01,,100,
The Impossible,2012-01-01,198100000.00,113,
The Incredible Machine,1975-01-01,,59,
The Incredible Sarah,1976-01-01,,106,
The Incredibles,2004-01-01,631600000.00,115,
The Informer,1935-01-01,950000.00,91,
The Inn of the Sixth Happiness,1958-01-01,9000000.00,158,
The Insider,1999-01-01,60300000.00,158,
The Insult,2017-01-01,1600000.00,112,
The Invisible Man Returns,1940-01-01,815000.00,81,
The Invisible War,2012-01-01,71968.00,97,
The Invisible Woman,1940-01-01,660000.00,72,
The Invisible Woman,2013-01-01,3200000.00,111,
The Irishman,2019-01-01,8000000.00,209,
The Iron Lady,2011-01-01,115900000.00,104,
The Island at the Top of the World,1974-01-01,10000000.00,93,
The Jazz Singer,1927-01-01,2600000.00,89,
The Jazz Singer,1952-01-01,2000000.00,107,
The John Glenn Story,1962-01-01,,30,
The Johnstown Flood,1989-01-01,,26,
The Joker Is Wild,1957-01-01,3000000.00,126,
The Jolson Story,1946-01-01,7600000.00,130,
The Journey of Natty Gann,1985-01-01,9700000.00,101,
The Judge,2014-01-01,84400000.00,141,
The Jungle Book,1967-01-01,378000000.00,78,
The Jungle Book,2016-01-01,966600000.00,106,
The Kansan,1943-01-01,,79,
The Karate Kid,1984-01-01,130800000.00,127,
The Karate Kid Part II,1986-01-01,130000000.00,113,
The Keys of the Kingdom,1944-01-01,2400000.00,136,
The Kids Are All Right,2010-01-01,34700000.00,107,
The Killers,1946-01-01,2500000.00,103,
The Killing Fields,1984-01-01,34700000.00,141,
The Killing Ground,1979-01-01,,50,
The King and I,1956-01-01,21300000.00,133,
The King's Speech,2010-01-01,427400000.00,119,
The Kiss,1958-01-01,,29,
The Kite Runner,2007-01-01,73200000.00,128,
The Klan: A Legacy of Hate in America,1982-01-01,,,
The L-Shaped Room,1962-01-01,1000000.00,126,
The Lady and the Reaper,2009-01-01,,8,
The Lady Eve,1941-01-01,,94,
The Lady in Number 6: Music Saved My Life,2013-01-01,,39,
The Lady Objects,1938-01-01,,66,
The Ladykillers,1955-01-01,,91,
The Landlord,1970-01-01,,113,
The Last Angry Man,1959-01-01,1675000.00,100,
The Last Bomb,1945-01-01,,35,
The Last Campaign of Governor Booth Gardner,2009-01-01,,38,
The Last Command,1928-01-01,,85,
The Last Days,1998-01-01,,87,
The Last Detail,1973-01-01,10000000.00,104,
The Last Emperor,1987-01-01,44000000.00,163,
The Last Farm,2004-01-01,,18,
The Last King of Scotland,2006-01-01,48400000.00,123,
The Last Metro,1980-01-01,23300000.00,131,
The Last of Mrs. Cheyney,1929-01-01,,94,
The Last of the Mohicans,1936-01-01,,92,
The Last of the Mohicans,1992-01-01,143000000.00,112,
The Last Picture Show,1971-01-01,29100000.00,118,
The Last Ranger,2024-01-01,,28,
The Last Repair Shop,2023-01-01,,40,
The Last Samurai,2003-01-01,456800000.00,154,
The Last Station,2009-01-01,20600000.00,112,
The Last Temptation of Christ,1988-01-01,33800000.00,163,
The Last Truck: Closing of a GM Plant,2009-01-01,,42,
The Last Tycoon,1976-01-01,1800000.00,123,
The Last Voyage,1960-01-01,2060000.00,91,
The Late Show,1977-01-01,,93,
The Lavender Hill Mob,1951-01-01,31288.00,81,
The Leatherneck,1929-01-01,,65,
The Legend of Jimmy Blue Eyes,1964-01-01,,22,
The Legend of Rockabye Point,1955-01-01,,6,
The Lego Movie,2014-01-01,470700000.00,101,
The Leopard,1963-01-01,1800000.00,205,
The Letter,1929-01-01,8900000.00,60,
The Letter,1940-01-01,,95,
The Letter Room,2020-01-01,443050.00,30,
The Liberators: Fighting on Two Fronts in World War II,1992-01-01,,90,
The Life Ahead,2020-01-01,,95,
The Life and Times of Judge Roy Bean,1972-01-01,16530578.00,120,
The Life of Emile Zola,1937-01-01,,116,
The Lighthouse,2019-01-01,18300000.00,109,
The Line King: The Al Hirschfeld Story,1996-01-01,,86,
The Lion in Winter,1968-01-01,22300000.00,134,
The Lion King,1994-01-01,978800000.00,88,
The Lion King,2019-01-01,1657000000.00,118,
The Little Ark,1972-01-01,,100,
The Little Foxes,1941-01-01,2167000.00,115,
The Little Kidnappers,1953-01-01,,93,
The Little Match Girl,1937-01-01,,,
The Little Matchgirl,2006-01-01,,7,
The Little Mermaid,1989-01-01,235000000.00,83,
The Little Orphan,1949-01-01,,750,
The Little Prince,1974-01-01,,88,
The Lively Set,1964-01-01,,95,
The Lives of a Bengal Lancer,1935-01-01,1500000.00,109,
The Lives of Others,2006-01-01,77300000.00,137,
The Living City,1953-01-01,,,
The Living Desert,1953-01-01,2600000.00,69,
The Living Sea,1995-01-01,,40,
The Living Stone,1958-01-01,,32,
The Lobster,2015-01-01,18000000.00,118,
The Lone Ranger,2013-01-01,260500000.00,149,
The Long Goodbye,2020-01-01,,,
The Long Voyage Home,1940-01-01,580129.00,105,
The Long Way Home,1997-01-01,,120,
The Longest Day,1962-01-01,50100000.00,178,
The Longest Daycare,2012-01-01,,4,
The Longest Yard,1974-01-01,43000000.00,121,
The Look of Silence,2014-01-01,153516.00,103,
The Lord of the Rings: The Fellowship of the Ring,2001-01-01,887400000.00,178,
The Lord of the Rings: The Return of the King,2003-01-01,1151000000.00,201,
The Lord of the Rings: The Two Towers,2002-01-01,951600000.00,179,
The Lost Daughter,2021-01-01,622635.00,121,
The Lost Patrol,1934-01-01,583000.00,73,
The Lost Thing,2010-01-01,,,
The Lost Weekend,1945-01-01,11000000.00,101,
The Lost World: Jurassic Park,1997-01-01,618600000.00,129,
The Loud Mouth,1932-01-01,,20,
The Love Parade,1929-01-01,,107,
The Lovely Bones,2009-01-01,93600000.00,135,
The Lover,1992-01-01,31800000.00,115,
The Lovers' Wind (Le vent des amoureux),1978-01-01,,71,
The Loves of Carmen,1948-01-01,2500000.00,97,
The Luck of the Irish,1948-01-01,,99,
The Lunch Date,1989-01-01,,10,
The Madness of King George,1994-01-01,27400000.00,110,
The Magic Flame,1927-01-01,,9,
The Magic Flute,1975-01-01,,135,
The Magic Machines,1969-01-01,,,
The Magic of Lassie,1978-01-01,,100,
The Magnificent Ambersons,1942-01-01,1000000.00,88,
The Magnificent Brute,1936-01-01,,80,
The Magnificent Seven,1960-01-01,9750000.00,128,
The Magnificent Yankee,1950-01-01,,89,
The Maids of Wilko,1979-01-01,,118,
The Maltese Falcon,1941-01-01,1800000.00,101,
The Mambo Kings,1992-01-01,6700000.00,104,
The Man in Gray,1961-01-01,,,
The Man in the Glass Booth,1975-01-01,,117,
The Man in the Iron Mask,1939-01-01,,96,
The Man in the White Suit,1951-01-01,90000.00,85,
The Man on Lincoln's Nose,2000-01-01,,,
The Man Who Could Not Remain Silent,2024-01-01,,13,
The Man Who Knew Too Much,1956-01-01,11300000.00,120,
The Man Who Planted Trees,1987-01-01,,30,
The Man Who Shot Liberty Valance,1962-01-01,8000000.00,123,
The Man Who Skied Down Everest,1975-01-01,,84,
The Man Who Sold His Skin,2020-01-01,,104,
The Man Who Walked Alone,1945-01-01,,71,
The Man Who Wasn't There,2001-01-01,18900000.00,116,
The Man Who Would Be King,1975-01-01,11000000.00,129,
The Man with the Golden Arm,1955-01-01,4300000.00,119,
The Man Without a Country,1937-01-01,,21,
The Man Without a Past,2002-01-01,9564237.00,97,
The Manchurian Candidate,1962-01-01,7700000.00,126,
The Mark,1961-01-01,,127,
The Mark of the Maker,1991-01-01,,,
The Mark of Zorro,1940-01-01,2000000.00,94,
The Martha Mitchell Effect,2022-01-01,,40,
The Martian,2015-01-01,630600000.00,142,
The Mask,1994-01-01,351600000.00,101,
The Mask of Zorro,1998-01-01,250300000.00,137,
The Master,2012-01-01,28300000.00,137,
The Masters of Disaster,1986-01-01,,,
The Mating Season,1951-01-01,1625000.00,101,
The Matrix,1999-01-01,467600000.00,136,
The Mayor of 44th Street,1942-01-01,,86,
The Medium,1951-01-01,,84,
The Member of the Wedding,1952-01-01,,90,
The Men,1950-01-01,1175000.00,87,
The Men in Her Life,1941-01-01,,89,
The Merry Monahans,1944-01-01,,91,
The Merry Old Soul,1933-01-01,,802,
The Merry Widow,1934-01-01,2800000.00,99,
The Merry Widow,1952-01-01,4500000.00,105,
The Messenger,2009-01-01,1500000.00,113,
The Midnight Sky,2020-01-01,3000000.00,118,
The Mighty River,1993-01-01,,24,
The Milagro Beanfield War,1988-01-01,13825794.00,117,
The Milk of Sorrow,2009-01-01,,95,
The Milky Way,1940-01-01,,,
The Miracle of Morgan's Creek,1944-01-01,9000000.00,99,
The Miracle of Our Lady of Fatima,1952-01-01,,102,
The Miracle Worker,1962-01-01,2000000.00,106,
The Mirror Has Two Faces,1996-01-01,82000000.00,126,
The Missing Picture,2013-01-01,,92,
The Mission,1986-01-01,17200000.00,125,
The Mississippi Gambler,1953-01-01,5000000.00,99,
The Mitchells vs. the Machines,2021-01-01,,109,
The Model and the Marriage Broker,1951-01-01,1500000.00,103,
The Mole Agent,2020-01-01,402414.00,84,
The Molly Maguires,1970-01-01,2200000.00,124,
The Monk and the Fish,1994-01-01,,6,
The Moon and Sixpence,1942-01-01,1200000.00,89,
The Moon and the Son: An Imagined Conversation,2005-01-01,,,
The Moon Is Blue,1953-01-01,3500000.00,99,
The More the Merrier,1943-01-01,1800000.00,104,
The Morning After,1986-01-01,25100000.00,103,
The Most Dangerous Man in America,2009-01-01,,92,
The Mothers of Plaza de Mayo,1985-01-01,,64,
The Motorcycle Diaries,2004-01-01,57700000.00,126,
The Mozart of Pickpockets,2006-01-01,,31,
The Mudlark,1950-01-01,1000000.00,99,
The Mummy,1999-01-01,418100000.00,125,
The Muppet Movie,1979-01-01,65200000.00,97,
The Muppets,2011-01-01,171800000.00,103,
The Muppets Take Manhattan,1984-01-01,25500000.00,94,
The Mushroom Club,2005-01-01,,,
The Music Box,1932-01-01,,2916,
The Music Man,1962-01-01,15000000.00,151,
The Music Teacher,1988-01-01,,99,
The Mysterious Geographic Explorations of Jasper Morello,2005-01-01,,26,
The Naked City,1948-01-01,2400000.00,96,
The Naked Eye,1956-01-01,,,
The Naked Prey,1965-01-01,,96,
The Naked Spur,1953-01-01,3850000.00,91,
The Narrow Margin,1952-01-01,,71,
The Nasty Girl,1990-01-01,,94,
The Natural,1984-01-01,48000000.00,138,
The Navy Comes Through,1942-01-01,1700000.00,82,
The Neighbors' Window,2019-01-01,330661.00,20,
The Nest,1980-01-01,,97,
The New Land,1972-01-01,11800000.00,202,
The New Spirit,1942-01-01,,7,
The New Tenants,2009-01-01,,21,
The New World,2005-01-01,49300000.00,150,
The Night Before Christmas,1941-01-01,,838,
The Night of the Iguana,1964-01-01,12000000.00,125,
The Nightmare Before Christmas,1993-01-01,107800000.00,76,
The Ninth Circle,1960-01-01,,107,
The Noose,1928-01-01,,8,
The North Star,1943-01-01,2800000.00,106,
The Numbers Start with the River,1971-01-01,,15,
The Nun's Story,1959-01-01,12800000.00,152,
The Nutty Professor,1996-01-01,274000000.00,96,
The Odd Couple,1968-01-01,44500000.00,105,
The Odds Against,1966-01-01,,,
The Official Story,1985-01-01,,112,
The Old Lady and the Pigeons,1997-01-01,,24,
The Old Man and the Sea,1958-01-01,,87,
The Old Man and the Sea,1999-01-01,,20,
The Old Mill,1937-01-01,,9,
The Old Mill Pond,1936-01-01,,811,
The Omen,1976-01-01,60900000.00,111,
The One and Only Ivan,2020-01-01,,95,
The Only Girl in the Orchestra,2023-01-01,,35,
The Organizer,1963-01-01,,128,
The Oscar,1966-01-01,,121,
The Other Half of the Sky: A China Memoir,1975-01-01,,74,
The Other Side of Midnight,1977-01-01,24700000.00,165,
The Other Side of Sunday,1996-01-01,,103,
The Other Side of the Mountain,1975-01-01,34673100.00,103,
The Outlaw Josey Wales,1976-01-01,31800000.00,135,
The Ox,1992-01-01,,92,
The Ox-Bow Incident,1943-01-01,750000.00,75,
The Painted Door,1984-01-01,,24,
The Paleface,1948-01-01,4500000.00,91,
The Panama Deception,1992-01-01,,91,
The Paper,1994-01-01,48400000.00,112,
The Paper Chase,1973-01-01,3600000.00,111,
The Paradine Case,1947-01-01,2100000.00,114,
The Parent Trap,1961-01-01,25100000.00,128,
The Passion of the Christ,2004-01-01,612100000.00,127,
The Passover Plot,1976-01-01,,108,
The Patent Leather Kid,1927-01-01,1200000.00,130154,
The Patriot,1928-01-01,,113,
The Patriot,2000-01-01,215300000.00,165,
The Pawnbroker,1964-01-01,2500000.00,116,
The Pedestrian,1973-01-01,,97,
The People vs. Larry Flynt,1996-01-01,43000000.00,130,
The Perfect Storm,2000-01-01,328700000.00,130,
The Perils of Pauline,1947-01-01,3800000.00,96,
The Personals: Improvisations on Romance in the Golden Years,1998-01-01,,40,
The Phantom of the Opera,2004-01-01,154600000.00,143,
The Philadelphia Story,1940-01-01,3300000.00,112,
The Phone Call,2013-01-01,,20,
The Pianist,2002-01-01,120100000.00,149,
The Piano,1993-01-01,140000000.00,117,
The Pickwick Papers,1952-01-01,,115,
The Picture of Dorian Gray,1945-01-01,2975000.00,110,
The Pied Piper,1942-01-01,1500000.00,87,
The Pied Piper of Guadalupe,1961-01-01,,6,
The Pigeon That Took Rome,1962-01-01,2000000.00,103,
The Pink Blueprint,1966-01-01,,624,
The Pink Panther,1964-01-01,10900000.00,113,
The Pink Panther Strikes Again,1976-01-01,75000000.00,103,
The Pink Phink,1964-01-01,,6,
The Pirate,1948-01-01,2956000.00,102,
The Pirates! Band of Misfits,2012-01-01,123000000.00,88,
The Player,1992-01-01,28900000.00,124,
The Pleasure Seekers,1964-01-01,2000000.00,107,
The Pointer,1939-01-01,,9,
The Polar Express,2004-01-01,318200000.00,100,
The Policeman,1970-01-01,,87,
The Pope of Greenwich Village,1984-01-01,6800000.00,121,
The Portrait of a Lady,1996-01-01,20000000.00,142,
The Poseidon Adventure,1972-01-01,125000000.00,117,
The Post,2017-01-01,179800000.00,116,
The Power and the Prize,1957-01-01,1070000.00,98,
The Power of the Dog,2021-01-01,417022.00,126,
The Preacher's Wife,1996-01-01,57000000.00,124,
The Present,2020-01-01,,24,
The President's Lady,1953-01-01,1350000.00,97,
The Prestige,2006-01-01,109700000.00,130,
The Price of Victory,1942-01-01,,14,
The Pride of St. Louis,1952-01-01,1700000.00,93,
The Pride of the Yankees,1942-01-01,4200000.00,128,
The Prime of Miss Jean Brodie,1969-01-01,3000000.00,116,
The Prince of Egypt,1998-01-01,218600000.00,99,
The Prince of Tides,1991-01-01,135000000.00,132,
The Princess and the Frog,2009-01-01,271000000.00,97,
The Princess and the Pirate,1944-01-01,3500000.00,94,
The Princess Bride,1987-01-01,30900000.00,98,
The Prisoner of Zenda,1937-01-01,2500000.00,101,
The Private Life of Helen of Troy,1927-01-01,,87,
The Private Life of Henry VIII,1933-01-01,750000.00,97,
The Private Life of the Gannets,1934-01-01,,10,
The Private Lives of Elizabeth and Essex,1939-01-01,1610000.00,106,
The Private War of Major Benson,1955-01-01,,105,
The Prizefighter and the Lady,1933-01-01,933000.00,102,
The Producers,1967-01-01,1600000.00,88,
The Profession of Arms,1983-01-01,,57,
The Professionals,1966-01-01,19500000.00,117,
The Promise,1979-01-01,,97,
The Promised Land,1975-01-01,,180,
The Proud and Profane,1956-01-01,3900000.00,111,
The Proud and the Beautiful,1953-01-01,2805061.00,103,
The Public Enemy,1931-01-01,557000.00,83,
The Public Pays,1936-01-01,,19,
The Pumpkin Eater,1964-01-01,1200000.00,118,
The Purple Rose of Cairo,1985-01-01,10600000.00,82,
The Pursuit of Happyness,2006-01-01,307100000.00,117,
The Queen,2006-01-01,123500000.00,103,
The Queen of Basketball,2021-01-01,,22,
The Quiet American,2002-01-01,27700000.00,101,
The Quiet Girl,2022-01-01,6785000.00,94,
The Quiet Man,1952-01-01,3800000.00,129,
The Quiet One,1948-01-01,,65,
The Race for Space,1959-01-01,,55,
The Racket,1928-01-01,,84,
The Rainmaker,1956-01-01,2100000.00,121,
The Rains Came,1939-01-01,,103,
The Rains of Ranchipur,1955-01-01,2600000.00,104,
The Razor's Edge,1946-01-01,5000000.00,145,
The Reader,2008-01-01,108900000.00,124,
The Really Big Family,1966-01-01,,,
The Reaper,2013-01-01,,29,
The Red Balloon,1956-01-01,,34,
The Red Danube,1949-01-01,1860000.00,119,
The Red Lanterns,1963-01-01,,132,
The Red Shoes,1948-01-01,5000000.00,134,
The Red Suitcase,2022-01-01,,,
The Red Turtle,2016-01-01,6600000.00,80,
The Red Violin,1998-01-01,10000000.00,131,
The Redwoods,1967-01-01,,,
The Reivers,1969-01-01,,107,
The Remains of the Day,1993-01-01,63900000.00,134,
The Rescuers,1977-01-01,169000000.00,77,
The Restless Conscience: Resistance to Hitler Within Germany 1933–1945,1992-01-01,,113,
The Resurrection of Broncho Billy,1970-01-01,,23,
The Return of Martin Guerre,1982-01-01,,122,
The Revenant,2015-01-01,533000000.00,156,
The Revolt of Job,1983-01-01,,,
The Revolving Door,1968-01-01,,285,
The Richest Girl in the World,1934-01-01,,76,
The Right Stuff,1983-01-01,21100000.00,192,
The Right to Love,1930-01-01,,79,
The Rise and Fall of Legs Diamond,1960-01-01,,101,
The Rising Tide,1949-01-01,,2923,
The River,1984-01-01,11500000.00,123,
The Road a Year Long,1958-01-01,,162,
The Road to the Wall,1962-01-01,,33,
The Robe,1953-01-01,36000000.00,135,
The Rock,1996-01-01,335600000.00,136,
The Rogue Song,1930-01-01,1610000.00,103,
The Roman Spring of Mrs. Stone,1961-01-01,,103,
The Romance of Transportation in Canada,1952-01-01,,11,
The Rookie Bear,1941-01-01,,759,
The Rose,1979-01-01,29200000.00,134,
The Rose Tattoo,1955-01-01,4200000.00,117,
The Royal Family of Broadway,1930-01-01,,82,
The Royal Tenenbaums,2001-01-01,71400000.00,109,
The Ruling Class,1972-01-01,,154,
The Runaway,2004-01-01,,,
The Running Jumping & Standing Still Film,1959-01-01,,11,
"The Russians Are Coming, the Russians Are Coming",1966-01-01,21700000.00,126,
The Salesman,2016-01-01,16100000000.00,125,
The Salt of the Earth,2014-01-01,3600000.00,110,
The Sand Castle,1977-01-01,,13,
The Sand Pebbles,1966-01-01,30000000.00,182,
The Sandman,1991-01-01,,,
The Sandpiper,1965-01-01,13600000.00,117,
The Savages,2007-01-01,10600000.00,113,
The Saviour,2005-01-01,,17,
The Scent of Green Papaya,1993-01-01,1700992.00,104,
The Scoundrel,1935-01-01,,76,
The Sea,1933-01-01,,9,
The Sea Around Us,1953-01-01,,62,
The Sea Beast,2022-01-01,,115,
The Sea Hawk,1940-01-01,2678000.00,127,
The Sea Inside,2004-01-01,43700000.00,125,
The Sea Wolf,1941-01-01,1881000.00,100,
The Search,1948-01-01,850000.00,105,
The Secret in Their Eyes,2009-01-01,34000000.00,128,
The Secret Land,1948-01-01,576000.00,71,
The Secret of Kells,2009-01-01,3500000.00,75,
The Secret of Santa Vittoria,1969-01-01,6500000.00,139,
The Seed of the Sacred Fig,2024-01-01,6200000.00,168,
The Seeing Eye,1951-01-01,,,
The Selfish Giant,1972-01-01,,26,
The Sessions,2012-01-01,10700000.00,95,
The Seven Little Foys,1955-01-01,4000000.00,93,
The Seven-Per-Cent Solution,1976-01-01,,113,
The Seventh Cross,1944-01-01,3600000.00,110,
The Seventh Veil,1945-01-01,2000000.00,94,
The Shadow of Hate,1995-01-01,,40,
The Shanghai Gesture,1941-01-01,1100000.00,99,
The Shape of Water,2017-01-01,195200000.00,123,
The Shawshank Redemption,1994-01-01,73300000.00,142,
The Sheep Has Five Legs,1954-01-01,,104,
The Sheepman,1958-01-01,3735000.00,85,
The Shetland Experience,1977-01-01,,,
The Shoes of the Fisherman,1968-01-01,,162,
The Shootist,1976-01-01,13400000.00,100,
The Shop on Main Street,1965-01-01,1450000.00,125,
The Shore,2011-01-01,,29,
The Silence of the Lambs,1991-01-01,272700000.00,118,
The Silent Child,2017-01-01,,20,
The Silent Revolution,1972-01-01,,44,
The Silent World,1956-01-01,3000000.00,86,
The Silver Chalice,1954-01-01,3200000.00,135,
The Sin of Madelon Claudet,1931-01-01,,75,
The Singing Nun,1966-01-01,3800000.00,97,
The Six Triple Eight,2024-01-01,,127,
The Six-Sided Triangle,1963-01-01,,30,
The Sixth Sense,1999-01-01,672800000.00,108,
The Sky's the Limit,1943-01-01,2185000.00,89,
The Slender Thread,1965-01-01,1500000.00,98,
The Slipper and the Rose,1976-01-01,,146,
The Smiling Lieutenant,1931-01-01,,89,
The Snake Pit,1948-01-01,10000000.00,108,
The Sniper,1952-01-01,,88,
The Snowman,1982-01-01,,26,
The Snows of Kilimanjaro,1952-01-01,6.50,114,
The Social Network,2010-01-01,224900000.00,120,
The Solar Film,1979-01-01,,9,
The Solid Gold Cadillac,1956-01-01,2400000.00,99,
The Son of Monte Cristo,1940-01-01,2213068.00,102,
The Song of Bernadette,1943-01-01,5.00,155,
The Sorrow and the Pity,1969-01-01,13082.00,251,
The Sound of Music,1965-01-01,286200000.00,174,
The Southerner,1945-01-01,,92,
The Spanish Main,1945-01-01,2819971.00,100,
The Spiral Staircase,1946-01-01,2800000.00,84,
The Spirit of America,1963-01-01,,,
The Spirit of St. Louis,1957-01-01,2600000.00,135,
The Spoilers,1942-01-01,1100000.00,87,
The Spy Who Came In from the Cold,1965-01-01,7600000.00,112,
The Spy Who Loved Me,1977-01-01,185400000.00,125,
The Square,2013-01-01,124244.00,108,
The Square,2017-01-01,9500000.00,151,
The Squid and the Whale,2005-01-01,11200000.00,81,
The Stairs,1950-01-01,,,
The Star,1952-01-01,1000000.00,90,
The Star Maker,1995-01-01,,113,
The Star Witness,1931-01-01,,68,
The Statue of Liberty,1985-01-01,,60,
The Stepmother,1972-01-01,,94,
The Sterile Cuckoo,1969-01-01,14000000.00,107,
The Sting,1973-01-01,257000000.00,129,
The Sting II,1983-01-01,6347072.00,102,
The Stone Carvers,1984-01-01,,30,
The Story of Adele H.,1975-01-01,762644.00,96,
The Story of Dr. Wassell,1944-01-01,6222192.00,140,
The Story of G.I. Joe,1945-01-01,2500000.00,108,
The Story of Louis Pasteur,1936-01-01,,87,
The Story of the Weeping Camel,2003-01-01,9328652.00,87,
The Story of Three Loves,1953-01-01,3167000.00,122,
The Straight Story,1999-01-01,6200000.00,112,
The Strange Love of Martha Ivers,1946-01-01,3250000.00,116,
The Stranger,1946-01-01,3220000.00,95,
The Stratford Adventure,1954-01-01,,3917,
The Stratton Story,1949-01-01,4488000.00,106,
The Strawberry Blonde,1941-01-01,,97,
The Street,1976-01-01,,10,
The Strip,1951-01-01,982000.00,85,
The Stripper,1963-01-01,1500000.00,95,
The Stunt Man,1980-01-01,7068886.00,131,
The Subject Was Roses,1968-01-01,1375000.00,107,
The Substance,2024-01-01,77.00,141,
The Sundowners,1960-01-01,3800000.00,133,
The Sunshine Boys,1975-01-01,,111,
The Swarm,1978-01-01,7700000.00,116,
The Sweet Hereafter,1997-01-01,3300000.00,112,
The Sword in the Stone,1963-01-01,22200000.00,79,
The Tale of the Princess Kaguya,2013-01-01,27000000.00,137,
The Talented Mr. Ripley,1999-01-01,128800000.00,139,
The Tales of Hoffmann,1951-01-01,105035.00,128,
The Talk of the Town,1942-01-01,1100000.00,117,
The Taming of the Shrew,1967-01-01,8000000.00,122,
The Tanks Are Coming,1941-01-01,,20,
The Taste of Others,2000-01-01,23600000.00,112,
The Teachers' Lounge,2023-01-01,5400000.00,99,
The Tell-Tale Heart,1953-01-01,,724,
The Tempest,2010-01-01,346594.00,110,
The Ten Commandments,1956-01-01,122700000.00,220,
The Ten-Year Lunch: The Wit and Legend of the Algonquin Round Table,1987-01-01,,56,
The Tender Tale of Cinderella Penguin,1981-01-01,,10,
The Tender Trap,1955-01-01,4495000.00,111,
The Texas Rangers,1936-01-01,,98,
The Theory of Everything,2014-01-01,123700000.00,123,
The Thief,1952-01-01,1000000.00,86,
The Thief,1997-01-01,1100000.00,96,
The Thief of Bagdad,1940-01-01,1000000.00,106,
The Thin Man,1934-01-01,1400000.00,91,
The Thin Red Line,1998-01-01,98100000.00,171,
The Third Man,1949-01-01,277549.00,104,
The Thomas Crown Affair,1968-01-01,14000000.00,102,
The Three Caballeros,1944-01-01,3355000.00,71,
The Three Faces of Eve,1957-01-01,1400000.00,91,
The Three Musketeers,1948-01-01,8412000.00,125,
The Tide of Traffic,1972-01-01,,,
The Time Machine,1960-01-01,2610000.00,103,
The Time Machine,2002-01-01,123700000.00,96,
"The Time, the Place and the Girl",1946-01-01,3400000.00,105,
The Times of Harvey Milk,1984-01-01,29802.00,90,
The Tin Drum,1979-01-01,13000000.00,142,
The Tin Star,1957-01-01,1400000.00,93,
The Titan: Story of Michelangelo,1950-01-01,,70,
The Toast of New Orleans,1950-01-01,3251000.00,97,
The Tortoise and the Hare,1935-01-01,,817,
The Towering Inferno,1974-01-01,203300000.00,165,
The Town,2010-01-01,154000000.00,124,
The Tragedy of Macbeth,2021-01-01,524779.00,105,
The Trail of the Lonesome Pine,1936-01-01,1700000.00,102,
The Train,1964-01-01,6800000.00,133,
The Treasure of the Sierra Madre,1948-01-01,4100000.00,126,
The Tree of Life,2011-01-01,61700000.00,139,
The Trespasser,1929-01-01,,90,
The Trial of the Chicago 7,2020-01-01,115709.00,130,
The Trip to Bountiful,1985-01-01,7491903.00,108,
The Triplets of Belleville,2003-01-01,14800000.00,78,
The Truce,1974-01-01,,108,
The True Glory,1945-01-01,,87,
The True Story of the Civil War,1956-01-01,,29,
The Truman Show,1998-01-01,264100000.00,103,
The Truth About Mother Goose,1957-01-01,,,
The Tsunami and the Cherry Blossom,2011-01-01,,39,
The Turning Point,1977-01-01,33600000.00,119,
